id,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
20757,2021-02-27,AZ,815707,760679.0,55028.0,1179,126.0,15967,14091.0,1876.0,70,7.0,02/28/2021 02:48:18 PM,Agree,Agree
20758,2020-05-19,DC,7434,,,164,0.0,400,,,8,0.0,05/20/2020 03:28:26 PM,,
20759,2020-01-22,VA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20760,2020-07-22,WI,48583,44847.0,3736.0,747,35.0,872,865.0,7.0,6,0.0,07/23/2020 02:48:19 PM,Agree,Agree
20761,2021-01-15,WI,563866,518251.0,45615.0,2706,437.0,5770,5322.0,448.0,42,10.0,01/16/2021 02:46:10 PM,Agree,Agree
20762,2020-02-23,CA,10,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
20763,2020-11-09,NV,110982,,,960,0.0,1852,,,1,0.0,11/10/2020 02:45:45 PM,,
20764,2021-02-10,NC,805898,710653.0,95245.0,3833,1345.0,10181,9107.0,1074.0,135,30.0,02/11/2021 02:50:55 PM,Agree,Agree
20765,2020-08-30,WI,80300,75337.0,4963.0,570,33.0,1130,1122.0,8.0,3,0.0,08/31/2020 02:05:56 PM,Agree,Agree
20766,2020-05-16,VA,30388,28901.0,1487.0,705,37.0,1009,975.0,34.0,7,0.0,05/17/2020 03:27:46 PM,Agree,Agree
20767,2021-04-15,MT,106823,98747.0,8076.0,192,239.0,1528,1528.0,0.0,2,0.0,04/16/2021 02:12:25 PM,Agree,Agree
20768,2020-02-04,SC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
20769,2020-04-16,NE,1066,,,114,,24,,,3,,04/16/2020 04:22:39 PM,Not agree,Not agree
20770,2020-05-24,AZ,16339,16339.0,0.0,300,0.0,800,800.0,0.0,1,0.0,05/25/2020 02:12:49 PM,Agree,Agree
20771,2020-11-28,DE,35251,33876.0,1375.0,581,3.0,770,677.0,93.0,7,1.0,11/29/2020 02:49:08 PM,Agree,Agree
20772,2020-11-05,NJ,262100,,,2575,613.0,16403,14603.0,1800.0,12,0.0,11/05/2020 12:00:00 AM,Not agree,Agree
20773,2020-11-16,SC,198663,186227.0,12436.0,1119,125.0,4264,,,19,2.0,04/21/2021 01:23:00 PM,Agree,Not agree
20774,2021-02-01,VI,2421,,,0,0.0,24,,,0,0.0,02/02/2021 02:51:51 PM,,
20775,2020-02-20,VT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
20776,2021-02-07,AZ,780637,730128.0,50509.0,1544,24.0,14048,12480.0,1568.0,37,8.0,02/08/2021 02:53:12 PM,Agree,Agree
20777,2020-09-11,MI,122251,110832.0,11419.0,1405,92.0,6900,6578.0,322.0,6,-3.0,09/12/2020 02:12:43 PM,Agree,Agree
20778,2020-10-20,MD,137236,,,492,0.0,4058,3912.0,146.0,8,0.0,10/21/2020 01:34:31 PM,,Agree
20779,2021-03-05,WI,620663,566158.0,54505.0,721,371.0,7094,6477.0,617.0,12,5.0,03/06/2021 03:08:48 PM,Agree,Agree
20780,2020-06-21,WY,1197,947.0,250.0,18,1.0,20,20.0,0.0,0,0.0,06/22/2020 03:24:02 PM,Agree,Agree
20781,2020-12-30,MD,276662,,,2973,0.0,5895,5727.0,168.0,47,1.0,12/31/2020 02:55:07 PM,,Agree
20782,2020-06-10,NH,5178,,,46,0.0,301,,,7,0.0,06/11/2020 02:48:51 PM,Not agree,Not agree
20783,2020-10-27,MD,142425,,,684,0.0,4115,3969.0,146.0,7,0.0,10/28/2020 01:52:28 PM,,Agree
20784,2020-11-23,NV,136227,,,2339,0.0,2023,,,6,0.0,11/24/2020 03:27:55 PM,,
20785,2020-09-24,FSM,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,09/25/2020 01:54:10 PM,Agree,Agree
20786,2020-10-05,MT,15298,15298.0,0.0,663,0.0,191,191.0,0.0,4,0.0,10/06/2020 01:33:58 PM,Agree,Agree
20787,2020-09-19,AL,144164,129974.0,14190.0,1301,145.0,2437,2290.0,147.0,9,3.0,09/20/2020 01:53:10 PM,Agree,Agree
20788,2020-08-17,AZ,194005,192514.0,1491.0,468,16.0,4506,4252.0,254.0,0,0.0,08/18/2020 02:26:55 PM,Agree,Agree
20789,2020-04-15,VA,6889,,,389,,208,,,13,,04/15/2020 04:22:39 PM,Agree,Agree
20790,2020-07-08,KY,17919,17202.0,717.0,400,62.0,608,604.0,4.0,6,0.0,07/09/2020 03:14:15 PM,Agree,Agree
20791,2020-02-22,AL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20792,2020-01-24,WI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20793,2020-05-16,VT,932,,,-1,0.0,53,,,0,0.0,05/17/2020 03:27:46 PM,Not agree,Not agree
20794,2021-01-13,CT,220576,207740.0,12836.0,3529,294.0,6536,5305.0,1231.0,87,18.0,01/14/2021 03:12:46 PM,Agree,Agree
20795,2020-02-21,NJ,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20796,2020-07-27,AL,81270,79275.0,1995.0,1976,52.0,1492,1450.0,42.0,19,-3.0,07/28/2020 02:21:07 PM,Agree,Agree
20797,2021-02-10,MN,469905,,,651,124.0,6387,6057.0,330.0,11,0.0,02/11/2021 02:50:55 PM,,Agree
20798,2020-04-13,NH,1020,,,35,,23,,,0,,04/12/2020 04:22:39 PM,Not agree,Not agree
20799,2020-11-16,RI,44736,,,669,0.0,1297,,,6,0.0,11/17/2020 02:52:47 PM,Not agree,
20800,2020-05-26,LA,38159,,,245,0.0,2701,2596.0,105.0,11,0.0,05/27/2020 03:37:59 PM,Not agree,Agree
20801,2021-02-14,AL,480931,377298.0,103633.0,1075,235.0,9242,7250.0,1992.0,0,0.0,02/15/2021 02:46:24 PM,Agree,Agree
20802,2020-07-04,NE,19827,,,167,0.0,284,,,0,0.0,07/05/2020 03:00:14 PM,Not agree,Not agree
20803,2021-03-31,SC,553923,465911.0,88012.0,953,427.0,9236,,,9,0.0,04/21/2021 01:23:00 PM,Agree,Not agree
20804,2020-07-10,GU,312,,,2,0.0,5,,,0,0.0,07/11/2020 06:25:05 PM,Not agree,Not agree
20805,2020-04-02,NV,1458,,,179,,38,,,6,,04/01/2020 04:22:39 PM,,
20806,2021-04-02,VA,623881,487107.0,136774.0,1542,482.0,10287,8634.0,1653.0,8,0.0,04/03/2021 01:51:09 PM,Agree,Agree
20807,2020-06-04,WI,19892,19892.0,0.0,492,0.0,626,626.0,0.0,10,0.0,06/05/2020 03:17:07 PM,Agree,Agree
20808,2020-06-28,NH,5747,,,76,0.0,367,,,2,0.0,06/29/2020 02:37:31 PM,Not agree,Not agree
20809,2021-01-20,CA,3019371,,,22403,0.0,34433,,,694,0.0,01/21/2021 02:44:32 PM,Not agree,Not agree
20810,2020-07-08,NV,24587,,,567,51.0,576,,,5,0.0,07/09/2020 03:14:15 PM,,
20811,2021-01-07,CT,202758,190767.0,11991.0,3304,286.0,6287,5096.0,1191.0,57,9.0,01/08/2021 03:56:01 PM,Agree,Agree
20812,2021-01-04,NJ,546091,,,2496,221.0,19244,17223.0,2021.0,36,0.0,01/04/2021 12:00:00 AM,Not agree,Agree
20813,2020-04-13,OR,1584,,,57,,53,,,1,,04/12/2020 04:22:39 PM,Agree,Agree
20814,2020-10-20,NV,91592,,,652,-4.0,1774,,,15,0.0,10/21/2020 01:34:31 PM,,
20815,2020-12-16,AL,305640,249849.0,55791.0,4107,1261.0,4198,3704.0,494.0,74,12.0,12/17/2020 02:33:42 PM,Agree,Agree
20816,2020-09-08,GU,1713,,,94,0.0,19,,,5,0.0,09/09/2020 01:47:50 PM,Not agree,Not agree
20817,2020-10-20,NE,59409,,,592,0.0,565,,,11,0.0,10/21/2020 01:34:31 PM,Not agree,Not agree
20818,2020-02-24,SC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
20819,2021-03-09,OR,158007,158007.0,0.0,492,0.0,2303,2303.0,0.0,5,0.0,03/10/2021 02:58:31 PM,Agree,Agree
20820,2020-10-14,LA,176209,,,880,560.0,5695,5495.0,200.0,16,7.0,10/15/2020 01:30:46 PM,Not agree,Agree
20821,2021-01-19,NH,58709,,,845,779.0,938,,,5,2.0,01/20/2021 02:44:03 PM,Not agree,Not agree
20822,2020-05-21,IL,102686,102686.0,0.0,2268,0.0,4607,4607.0,0.0,382,0.0,05/22/2020 03:31:45 PM,Agree,Agree
20823,2020-05-19,NC,19700,19700.0,0.0,677,0.0,691,691.0,0.0,30,0.0,02/19/2021 01:38:31 PM,Agree,Agree
20824,2020-04-21,MT,439,439.0,0.0,2,0.0,13,13.0,0.0,1,0.0,04/21/2020 04:22:39 PM,Agree,Agree
20825,2020-07-03,DE,11923,10879.0,1044.0,192,0.0,512,455.0,57.0,2,0.0,07/04/2020 03:30:31 PM,Agree,Agree
20826,2021-01-17,WA,289939,,,3969,268.0,3903,,,0,0.0,01/18/2021 02:39:32 PM,,
20827,2021-01-15,MD,324031,,,3292,0.0,6541,6369.0,172.0,47,0.0,01/16/2021 02:46:10 PM,,Agree
20828,2021-01-11,CA,2710801,,,39839,0.0,29965,,,264,0.0,01/12/2021 02:48:35 PM,Not agree,Not agree
20829,2021-01-20,WY,50124,42788.0,7336.0,202,52.0,550,550.0,0.0,0,0.0,01/21/2021 02:44:32 PM,Agree,Agree
20830,2021-01-03,MO,456021,,,2498,723.0,5562,,,19,0.0,01/05/2021 12:00:00 AM,Not agree,Not agree
20831,2021-04-11,NV,308024,,,320,0.0,5332,,,0,0.0,04/12/2021 01:39:29 PM,,
20832,2020-06-17,SC,21426,21416.0,10.0,592,4.0,653,,,6,0.0,04/21/2021 01:23:00 PM,Agree,Not agree
20833,2021-04-02,VT,19755,,,232,3.0,228,,,1,0.0,04/03/2021 01:51:09 PM,Not agree,Not agree
20834,2020-10-09,NH,8970,,,92,18.0,450,,,2,0.0,10/10/2020 01:30:17 PM,Not agree,Not agree
20835,2020-03-21,NV,154,,,45,,2,,,0,,03/26/2020 04:22:39 PM,,
20836,2020-10-05,LA,169937,,,218,0.0,5586,5396.0,190.0,9,0.0,10/06/2020 01:33:58 PM,Not agree,Agree
20837,2020-03-17,NC,40,40.0,0.0,7,0.0,0,0.0,0.0,0,0.0,02/19/2021 01:38:31 PM,Agree,Agree
20838,2020-07-29,WY,2628,2172.0,456.0,39,3.0,26,26.0,0.0,0,0.0,07/30/2020 02:42:43 PM,Agree,Agree
20839,2020-06-24,DC,10128,,,34,0.0,541,,,4,0.0,06/25/2020 02:07:27 PM,,
20840,2020-10-14,WA,95509,,,734,0.0,2221,,,10,0.0,10/15/2020 01:30:46 PM,,
20841,2021-02-28,NE,200882,,,162,0.0,2082,,,0,0.0,03/01/2021 03:21:38 PM,Not agree,Not agree
20842,2020-06-04,WA,22729,,,245,0.0,1138,,,3,0.0,06/05/2020 03:17:07 PM,,
20843,2020-03-05,AL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20844,2020-05-21,WA,19117,,,146,0.0,1044,,,7,0.0,05/22/2020 03:31:45 PM,,
20845,2020-03-03,WI,1,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20846,2020-02-06,CT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20847,2020-07-04,AL,42862,42359.0,503.0,997,0.0,1007,984.0,23.0,1,0.0,07/05/2020 03:00:14 PM,Agree,Agree
20848,2020-06-03,WA,22484,,,327,0.0,1135,,,6,0.0,06/04/2020 03:03:31 PM,,
20849,2020-08-27,LA,146338,,,677,0.0,4874,4711.0,163.0,23,0.0,08/28/2020 01:43:49 PM,Not agree,Agree
20850,2020-12-27,FSM,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,12/28/2020 02:42:49 PM,Agree,Agree
20851,2021-03-08,DE,88563,83803.0,4760.0,209,27.0,1475,1339.0,136.0,2,0.0,03/09/2021 02:47:41 PM,Agree,Agree
20852,2020-09-24,MI,132337,119597.0,12740.0,1078,96.0,7019,6700.0,319.0,6,-2.0,09/25/2020 01:54:10 PM,Agree,Agree
20853,2020-10-23,MT,26503,26503.0,0.0,183,0.0,282,282.0,0.0,-1,0.0,10/24/2020 01:26:44 PM,Agree,Agree
20854,2021-03-05,DE,87874,83187.0,4687.0,231,15.0,1453,1317.0,136.0,9,0.0,03/06/2021 03:08:48 PM,Agree,Agree
20855,2020-03-02,NJ,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20856,2021-01-30,CT,250023,234814.0,15209.0,0,0.0,7046,5741.0,1305.0,0,0.0,01/31/2021 02:48:12 PM,Agree,Agree
20857,2020-12-12,MD,234647,,,2638,0.0,5117,4954.0,163.0,17,0.0,12/13/2020 02:31:19 PM,,Agree
20858,2020-02-02,ME,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20859,2021-04-14,RI,143762,,,424,0.0,2647,,,1,0.0,04/16/2021 12:00:00 AM,Not agree,
20860,2020-05-20,MO,11999,,,216,0.0,631,,,15,0.0,05/22/2020 12:00:00 AM,Not agree,Not agree
20861,2020-05-24,NJ,154434,,,1055,5.0,11133,11133.0,0.0,52,0.0,05/24/2020 12:00:00 AM,Not agree,Agree
20862,2020-03-05,RI,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,
20863,2020-09-27,VT,1742,,,3,0.0,58,,,0,0.0,09/28/2020 01:50:59 PM,Not agree,Not agree
20864,2020-10-08,NE,50059,,,663,0.0,514,,,7,0.0,10/09/2020 01:43:36 PM,Not agree,Not agree
20865,2020-02-28,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
20866,2021-03-24,VI,2876,,,-1,0.0,25,,,-1,0.0,03/25/2021 02:25:23 PM,,
20867,2020-09-21,MT,10696,10696.0,0.0,269,0.0,162,162.0,0.0,3,0.0,09/22/2020 01:51:57 PM,Agree,Agree
20868,2020-08-09,AL,101334,97735.0,3599.0,981,0.0,1768,1707.0,61.0,17,6.0,08/10/2020 02:23:35 PM,Agree,Agree
20869,2020-06-02,DC,8886,,,29,0.0,470,,,2,0.0,06/03/2020 02:11:36 PM,,
20870,2020-09-01,NH,7297,,,22,0.0,432,,,0,0.0,09/02/2020 01:49:48 PM,Not agree,Not agree
20871,2020-09-14,GU,1927,,,64,0.0,26,,,3,0.0,09/15/2020 02:03:59 PM,Not agree,Not agree
20872,2020-06-22,MN,33469,,,242,0.0,1425,1393.0,32.0,9,0.0,06/23/2020 02:28:19 PM,,Agree
20873,2020-07-16,GU,314,,,0,0.0,5,,,0,0.0,07/17/2020 02:31:01 PM,Not agree,Not agree
20874,2020-03-15,VA,51,,,22,,1,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
20875,2020-05-12,FSM,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,05/13/2020 03:26:08 PM,Agree,Agree
20876,2020-05-20,KY,8167,8167.0,0.0,98,0.0,376,375.0,1.0,10,1.0,05/21/2020 03:41:38 PM,Agree,Agree
20877,2020-02-06,KY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20878,2020-10-12,IN,136555,,,1574,0.0,3795,3568.0,227.0,6,0.0,10/13/2020 01:29:38 PM,Not agree,Agree
20879,2020-04-03,VA,2012,,,0,,46,,,0,,04/03/2020 04:22:39 PM,Agree,Agree
20880,2020-05-25,WA,20065,,,237,0.0,1070,,,9,0.0,05/26/2020 02:23:02 PM,,
20881,2020-07-20,CT,48055,46071.0,1984.0,162,1.0,4406,3525.0,881.0,10,4.0,07/21/2020 02:50:17 PM,Agree,Agree
20882,2020-01-28,NE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
20883,2020-07-07,NC,76019,75875.0,144.0,1367,21.0,1420,1420.0,0.0,22,0.0,02/19/2021 01:38:31 PM,Agree,Agree
20884,2020-12-10,AZ,387529,373427.0,14102.0,4928,650.0,7154,6610.0,544.0,73,14.0,12/11/2020 03:06:51 PM,Agree,Agree
20885,2020-11-26,GU,6768,,,63,2.0,112,,,3,0.0,11/27/2020 03:07:59 PM,Not agree,Not agree
20886,2021-03-26,VA,613975,480406.0,133569.0,1912,512.0,10179,8537.0,1642.0,24,2.0,03/27/2021 02:01:18 PM,Agree,Agree
20887,2020-05-13,OR,3416,3416.0,0.0,58,-75.0,134,134.0,0.0,4,0.0,05/14/2020 05:25:44 PM,Agree,Agree
20888,2020-11-06,CT,78125,73206.0,4919.0,1065,120.0,4671,3757.0,914.0,15,2.0,11/07/2020 02:45:17 PM,Agree,Agree
20889,2021-01-11,NC,629124,571758.0,57366.0,5936,353.0,7578,7031.0,547.0,11,1.0,01/12/2021 02:48:35 PM,Agree,Agree
20890,2020-06-24,MI,68555,61953.0,6602.0,358,35.0,6114,5868.0,246.0,5,1.0,06/25/2020 02:07:27 PM,Agree,Agree
20891,2020-11-14,WI,323604,306311.0,17293.0,5581,435.0,2739,2625.0,114.0,56,4.0,11/15/2020 03:12:13 PM,Agree,Agree
20892,2020-07-20,WI,46675,43018.0,3657.0,727,24.0,853,846.0,7.0,2,0.0,07/21/2020 02:50:17 PM,Agree,Agree
20893,2021-02-23,NE,199402,,,96,0.0,2050,,,0,0.0,02/24/2021 02:56:12 PM,Not agree,Not agree
20894,2020-05-29,NC,26489,26488.0,1.0,1076,0.0,859,859.0,0.0,32,0.0,02/19/2021 01:38:31 PM,Agree,Agree
20895,2020-09-17,RI,23392,,,145,0.0,1105,,,0,0.0,09/18/2020 01:48:37 PM,Not agree,
20896,2021-02-24,CA,3455361,,,5303,0.0,49877,,,314,0.0,02/25/2021 02:54:32 PM,Not agree,Not agree
20897,2020-09-09,LA,155890,,,1561,39.0,5140,4970.0,170.0,22,7.0,09/10/2020 02:02:53 PM,Not agree,Agree
20898,2021-04-04,ND,103714,97052.0,6662.0,76,15.0,1466,,,0,0.0,04/05/2021 01:43:02 PM,Agree,Not agree
20899,2021-02-05,MT,95458,95458.0,0.0,347,0.0,1307,1307.0,0.0,-1,0.0,02/06/2021 04:05:17 PM,Agree,Agree
20900,2020-03-23,AZ,253,,,101,,2,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20901,2021-03-21,FSM,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/22/2021 01:57:09 PM,Agree,Agree
20902,2020-10-09,MN,109312,,,1390,0.0,2174,2121.0,53.0,14,0.0,10/10/2020 01:30:17 PM,,Agree
20903,2020-10-22,IN,155246,,,2850,0.0,4065,3831.0,234.0,42,1.0,10/23/2020 01:44:31 PM,Not agree,Agree
20904,2020-10-29,VI,1353,,,0,0.0,21,,,0,0.0,10/30/2020 01:37:23 PM,,
20905,2021-04-13,LA,450279,,,452,129.0,10255,9376.0,879.0,14,4.0,04/14/2021 02:34:57 PM,Not agree,Agree
20906,2020-12-26,ME,21881,18770.0,3111.0,334,81.0,325,320.0,5.0,6,0.0,12/27/2020 02:44:47 PM,Agree,Agree
20907,2020-03-23,NV,245,,,55,,4,,,2,,03/26/2020 04:22:39 PM,,
20908,2020-11-03,VA,185837,171427.0,14410.0,1157,308.0,3677,3416.0,261.0,11,3.0,11/04/2020 03:03:00 PM,Agree,Agree
20909,2021-02-05,AL,469319,368853.0,100466.0,1496,416.0,8449,6697.0,1752.0,84,29.0,02/06/2021 04:05:17 PM,Agree,Agree
20910,2020-10-13,AZ,226734,221804.0,4930.0,684,19.0,5767,5479.0,288.0,8,1.0,10/14/2020 01:28:39 PM,Agree,Agree
20911,2020-11-17,MT,49398,49398.0,0.0,1371,0.0,543,543.0,0.0,21,0.0,11/18/2020 02:57:46 PM,Agree,Agree
20912,2020-08-29,NJ,194756,,,372,23.0,15933,14153.0,1780.0,3,0.0,08/29/2020 12:00:00 AM,Not agree,Agree
20913,2020-07-24,AZ,156301,156301.0,0.0,3357,0.0,3142,3142.0,0.0,79,0.0,07/25/2020 05:40:06 PM,Agree,Agree
20914,2020-02-29,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
20915,2020-08-02,CA,509162,,,9032,0.0,9356,,,132,0.0,08/03/2020 02:31:01 PM,Not agree,Not agree
20916,2020-03-07,VA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20917,2020-05-08,IL,73760,73760.0,0.0,2887,0.0,3241,3241.0,0.0,130,0.0,05/09/2020 09:26:08 PM,Agree,Agree
20918,2020-07-26,KY,27079,25699.0,1380.0,315,6.0,700,696.0,4.0,4,0.0,07/27/2020 02:16:42 PM,Agree,Agree
20919,2021-01-19,LA,372089,,,2138,332.0,8324,7833.0,491.0,71,22.0,01/20/2021 02:44:03 PM,Not agree,Agree
20920,2020-03-07,GU,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
20921,2021-02-15,AZ,798608,745049.0,53559.0,1338,65.0,14978,13250.0,1728.0,0,0.0,02/16/2021 02:53:06 PM,Agree,Agree
20922,2021-04-24,WA,395312,,,1718,181.0,5434,,,0,0.0,04/25/2021 01:42:01 PM,,
20923,2020-06-03,KY,10410,10192.0,218.0,225,3.0,450,449.0,1.0,8,0.0,06/04/2020 03:03:31 PM,Agree,Agree
20924,2020-02-07,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,Agree
20925,2021-02-04,LA,408995,,,2760,1479.0,9044,8453.0,591.0,38,6.0,02/05/2021 02:54:41 PM,Not agree,Agree
20926,2021-02-14,ID,167483,136149.0,31334.0,0,0.0,1803,1587.0,216.0,0,0.0,02/15/2021 02:46:24 PM,Agree,Agree
20927,2020-11-26,LA,225638,,,0,0.0,6350,6097.0,253.0,0,0.0,11/27/2020 03:07:59 PM,Not agree,Agree
20928,2020-03-04,KY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20929,2021-04-13,MD,430351,,,1552,0.0,8493,8307.0,186.0,9,0.0,04/14/2021 02:34:57 PM,,Agree
20930,2020-11-17,AZ,279896,272312.0,7584.0,2984,129.0,6312,5855.0,457.0,10,1.0,11/18/2020 02:57:46 PM,Agree,Agree
20931,2020-04-03,MO,3314,,,226,0.0,19,,,0,,04/05/2020 12:00:00 AM,Not agree,Not agree
20932,2020-09-08,OR,28355,26988.0,1367.0,165,60.0,486,473.0,13.0,4,1.0,09/09/2020 01:47:50 PM,Agree,Agree
20933,2020-08-01,MN,55947,,,759,0.0,1654,1614.0,40.0,8,0.0,08/02/2020 02:54:37 PM,,Agree
20934,2020-02-25,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20935,2020-03-23,VI,17,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
20936,2020-05-03,MT,457,457.0,0.0,2,0.0,16,16.0,0.0,0,0.0,05/04/2020 10:49:24 PM,Agree,Agree
20937,2021-02-09,IL,1150170,1150170.0,0.0,2082,0.0,21802,19686.0,2116.0,23,5.0,02/10/2021 02:52:16 PM,Agree,Agree
20938,2020-04-10,NE,648,,,71,,17,,,2,,04/09/2020 04:22:39 PM,Not agree,Not agree
20939,2020-07-10,MS,34622,34321.0,301.0,0,0.0,1215,1195.0,20.0,0,0.0,07/11/2020 06:25:05 PM,Agree,Agree
20940,2020-04-25,WY,491,362.0,129.0,18,5.0,7,7.0,0.0,0,0.0,05/25/2020 03:38:40 PM,Agree,Agree
20941,2021-03-05,NV,295460,,,391,0.0,5020,,,15,0.0,03/06/2021 03:08:48 PM,,
20942,2020-08-05,NE,27489,,,311,0.0,335,,,3,0.0,08/06/2020 02:12:27 PM,Not agree,Not agree
20943,2020-08-07,DE,15502,14502.0,1000.0,137,3.0,590,520.0,70.0,3,0.0,08/08/2020 02:58:44 PM,Agree,Agree
20944,2020-09-10,VT,1661,,,0,0.0,58,,,0,0.0,09/11/2020 01:51:03 PM,Not agree,Not agree
20945,2020-11-09,MI,238308,216804.0,21504.0,9305,295.0,8008,7640.0,368.0,63,1.0,11/10/2020 02:45:45 PM,Agree,Agree
20946,2020-04-17,WY,412,305.0,107.0,11,2.0,2,2.0,0.0,0,0.0,04/17/2020 04:22:39 PM,Agree,Agree
20947,2020-04-27,IN,15961,,,949,0.0,932,844.0,88.0,31,0.0,05/25/2020 03:38:40 PM,Not agree,Agree
20948,2020-02-22,NJ,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20949,2021-04-01,AL,515866,401803.0,114063.0,478,165.0,10553,8328.0,2225.0,-1,-2.0,04/02/2021 01:56:15 PM,Agree,Agree
20950,2021-02-16,VA,555592,439674.0,115918.0,2284,886.0,7075,6080.0,995.0,38,5.0,02/17/2021 02:51:58 PM,Agree,Agree
20951,2020-11-10,WI,293812,278843.0,14969.0,7432,359.0,2482,2395.0,87.0,72,6.0,11/11/2020 03:15:25 PM,Agree,Agree
20952,2021-03-05,VT,15819,,,133,2.0,207,,,0,0.0,03/06/2021 03:08:48 PM,Not agree,Not agree
20953,2020-09-30,NV,80085,,,386,1.0,1642,,,7,0.0,10/01/2020 01:42:11 PM,,
20954,2020-06-08,NH,5079,,,36,0.0,286,,,0,0.0,06/09/2020 04:49:08 PM,Not agree,Not agree
20955,2020-09-06,IL,251508,249580.0,1928.0,1403,0.0,8390,8171.0,219.0,5,0.0,09/07/2020 01:37:36 PM,Agree,Agree
20956,2021-01-10,WA,274673,,,3078,90.0,3699,,,1,0.0,01/11/2021 03:01:02 PM,,
20957,2020-12-18,WA,220268,,,3063,124.0,3104,,,-13,50.0,12/19/2020 02:42:31 PM,,
20958,2020-09-08,WY,4103,3483.0,620.0,71,13.0,42,42.0,0.0,0,0.0,09/09/2020 01:47:50 PM,Agree,Agree
20959,2020-08-23,VA,113630,108767.0,4863.0,1558,59.0,2471,2352.0,119.0,28,0.0,08/24/2020 01:54:34 PM,Agree,Agree
20960,2020-12-30,WA,242330,,,1484,215.0,3420,,,51,0.0,12/31/2020 02:55:07 PM,,
20961,2020-04-06,ND,225,,,18,,3,,,0,,04/05/2020 04:22:39 PM,Agree,Not agree
20962,2020-04-04,OR,999,,,100,,26,,,4,,04/03/2020 04:22:39 PM,Agree,Agree
20963,2020-03-05,WI,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
20964,2020-04-27,WI,6081,6081.0,0.0,170,0.0,281,281.0,0.0,9,0.0,05/25/2020 03:38:40 PM,Agree,Agree
20965,2021-01-23,ND,96817,92750.0,4067.0,97,23.0,1411,,,0,0.0,01/24/2021 02:36:49 PM,Agree,Not agree
20966,2020-09-05,MO,98365,,,742,17.0,1639,,,77,0.0,09/07/2020 12:00:00 AM,Not agree,Not agree
20967,2020-06-25,CT,45994,44018.0,1976.0,81,17.0,4298,3434.0,864.0,11,0.0,06/26/2020 07:18:27 PM,Agree,Agree
20968,2020-07-29,LA,112773,,,1735,0.0,3883,3769.0,114.0,71,2.0,07/30/2020 02:42:43 PM,Not agree,Agree
20969,2020-06-05,MI,63539,58525.0,5014.0,5298,5014.0,5855,5616.0,239.0,270,239.0,06/06/2020 02:31:37 PM,Agree,Agree
20970,2021-01-23,NJ,657536,590400.0,67136.0,7147,1038.0,20934,18813.0,2121.0,59,0.0,01/24/2021 02:36:49 PM,Agree,Agree
20971,2021-02-23,DC,39844,,,89,0.0,998,,,3,0.0,02/24/2021 02:56:12 PM,,
20972,2020-05-13,NE,9075,,,383,0.0,107,,,4,0.0,05/14/2020 05:25:44 PM,Not agree,Not agree
20973,2020-12-08,MT,69346,69346.0,0.0,755,0.0,763,763.0,0.0,21,0.0,12/09/2020 02:45:40 PM,Agree,Agree
